,Artist,Song Name,GPE,Line,Line Before,Line After
1104,Das EFX,They Want EFX,Brooklyn,"Brooklyn's in the house, so mother{fuck} Rico Suave!","Or Sade, I'm swingin' in like a San Diego Padre","I don't mean to diss ya, but excuse me, mister"
1105,Das EFX,They Want EFX,the East Coast,(Now I'm gonna show you how the East Coast rocks),[Hook],(Make em make em make em clap to this)
1106,Das EFX,They Want EFX,the East Coast,(Now I'm gonna show you how the East Coast rocks),"(It's like that y'all, you don't stop)",(Make em make em make em clap to this)
1107,Das EFX,They Want EFX,the East Coast,(Now I'm gonna show you how the East Coast rocks),"(It's like that y'all, you don't stop)",(Make em make em make em clap to this)
1108,Das EFX,They Want EFX,the East Coast,(Now I'm gonna show you how the East Coast rocks),"(It's like that y'all, you don't stop)",(MC's are jumpin out of shoes and socks)
1109,Das EFX,They Want EFX,Dallas,"Hop, skip, flip back to Dallas","I'm the baddest, got more fans than Randy Travis, makes a cowboy","He's the Don, have you seen my grey poupon?"
1110,Das EFX,They Want EFX,the East Coast,(Now I'm gonna show you how the East Coast rocks),[Hook],(Make em make em make em clap to this)
1111,Das EFX,They Want EFX,the East Coast,(Now I'm gonna show you how the East Coast rocks),"(It's like that y'all, you don't stop)",(Make em make em make em clap to this)
1112,Das EFX,They Want EFX,the East Coast,(Now I'm gonna show you how the East Coast rocks),[Hook],(Make em make em make em clap to this)
1113,Das EFX,They Want EFX,the East Coast,(Now I'm gonna show you how the East Coast rocks),"(It's like that y'all, you don't stop)",(Make em make em make em clap to this)
1114,Das EFX,They Want EFX,the East Coast,(Now I'm gonna show you how the East Coast rocks),"(It's like that y'all, you don't stop)",(Make em make em make em clap to this)
1115,Das EFX,They Want EFX,the East Coast,(Now I'm gonna show you how the East Coast rocks),"(It's like that y'all, you don't stop)",(Make em make em make em clap to this)
1116,Das EFX,They Want EFX,the East Coast,(Now I'm gonna show you how the East Coast rocks),"(It's like that y'all, you don't stop)",(Make em make em make em clap to this)
1117,Das EFX,They Want EFX,the East Coast,(Now I'm gonna show you how the East Coast rocks),"(It's like that y'all, you don't stop)",(Make em make em make em clap to this)
1118,Das EFX,They Want EFX,D'Agastino,I shop at D'Agastino for a bag of Stella D'oro,"Plus I sits’em, I stands ’em, I brands ’em like Zorro","Breadsticks, oh yes it's the books plus three"
1119,Das EFX,They Want EFX,Zulu,"Zulu, I pop like Orville Redenbacher","Yiggity yes, back up, I just come like Shaka","When I'm proper, I dibbity dibble dabble wit my winnings"
1120,Das EFX,They Want EFX,Thunder,"Thunder, Thunder, Thundercats, Ho!","Check it, one for the money, two for the show","Yep, I got my moms, I got my girl, I got my friends"
1121,Das EFX,They Want EFX,Thundercats,"Thunder, Thunder, Thundercats, Ho!","Check it, one for the money, two for the show","Yep, I got my moms, I got my girl, I got my friends"
1122,Das EFX,They Want EFX,Japan,"In the States I'm making dollars, in Japan, I'm making Yens","Yep, I got my moms, I got my girl, I got my friends","Wit the new style, meanwhile, my real name is William"
1123,Das EFX,They Want EFX,Plymouth Rock,"I’m hard as Plymouth Rock, you silly schmuck, just ask the Pilgrims","Or zillion, I kills 'em, I watches All My Children","I was strong from the get go, I'm not Lou Ferringo"
1124,Das EFX,They Want EFX,Chico,"Like Chico, I'm the man, yes indeed, I got the smart, so",I never caught the cooties from a floozy or a bimbo,"When I take a stand, just take a seat like Rosa Parks"
1125,Das EFX,They Want EFX,D.C.,"So take your, style and Go-Go like D.C. niggas",I'm paid and still jux you with a blade from my logo,Y'all know the haps we movin strapped on the East nigga
1126,Das EFX,They Want EFX,East,Y'all know the haps we movin strapped on the East nigga,"So take your, style and Go-Go like D.C. niggas","Yo, yo, well miggedy mayday, mayday, it's Krazy Drayz's payday"
1127,Das EFX,They Want EFX,mayday,"Yo, yo, well miggedy mayday, mayday, it's Krazy Drayz's payday",Y'all know the haps we movin strapped on the East nigga,"I riggedy wreck it eryday, kick shit like fuckin Pelé"
1128,Das EFX,They Want EFX,Jersey,Big-up to Jersey and my people's out in L.I,They must be crazy messin with the Books and Drayzie,"Well-a hell, I can never catch a sweller"
1129,Das EFX,They Want EFX,Brooklyn,Thicker than your blunt cause yo I be's the Brooklyn trooper,"My crew is shake, rattle and roll thick",And I got more spunk than that punk from Punky Brewster
1130,Das EFX,They Want EFX,Brooklyn,And I got more styles than Brooklyn got drug slingers (word up!),Down hardcore clowns and love singers,"Police oppress me, MC's wanna stiggity stress me"
1131,Das EFX,They Want EFX,Pakistan,I riggity rap like Saran from here to Pakistan,,Me and my man came to kick styles out the can
1132,Das EFX,They Want EFX,minglin,"I got'cha tinglin, jinglin and minglin","Deep in it cos y'all be peepin it, look how I'm freakin it","What a way to go, the radio they got my single in"
1133,Das EFX,They Want EFX,Indonesia,"Cos G, I be's the man from here to Indonesia","Sewer, my shit is milk without the magnesia","Aah yeah, you heard me, slick, I'm just another dirty Dick"
1134,Das EFX,They Want EFX,swinger,"Singer, dame look at me swing it like a swinger","Coming straight from the sewer, I biggity-be's the rough slang slinger","I riggity-rock the miggity-microphone, I'm born to rock it"
1135,Das EFX,They Want EFX,Jamaica,"With my nigga, oh {shit}! My nigga from Jamaica","Mission accomplished, dude, I'm kickin' flavor","Crack a 40, I smiggity-smoke 'nuff blunts that OG"
1136,Das EFX,They Want EFX,crown heights,"Bringin' funk from crown heights straight to Californi-i-a, b","Crack a 40, I smiggity-smoke 'nuff blunts that OG",See me on the freestyle
1137,Das EFX,They Want EFX,La Rock,"When it\'s down to the spit like T La Rock said, it\'s yours","Get the quart, force it down with no shorts and no loss",Just take a hit everytime a wack rap singer slips
1138,Das EFX,They Want EFX,Nile,"Forced to exile, back in the Nile",Eager to please rap niggas get back smacked with pist-als,Verse Two: Dray
1139,Das EFX,They Want EFX,Jibba,"It's me, that nigga P, Havoc and the Jibba Jabba-","Anyway, in a day, or night it don't matter","Jaw, we bring it raw without a doubt"
1140,Das EFX,They Want EFX,hickory,Well fuck around and I'm a higgity hit ya with hickory diculous,,"Sick a niggas style, twisted off the liquor, bitch"
1141,Das EFX,They Want EFX,Florence,"I got it made like Florence, fatigue garments","Holding shit down son, we keeping niggas shook, look",My man slipped up and got bagged for three warrants
1142,Jadakiss,They Want EFX,Kobe,Why did Kobe have to hit that raw? Why\'d he kiss that whore?,Why them bullets have to hit that door?,"Why?! (Good lord, tell me why)"
1143,Jadakiss,They Want EFX,L.A.,Why my buzz in L.A. ain\'t like it is in New York?,Why you screamin\' like it\'s a slug? It\'s only the hawk,Why they forcin\' you to be hard?
1144,Jadakiss,They Want EFX,New York,Why my buzz in L.A. ain\'t like it is in New York?,Why you screamin\' like it\'s a slug? It\'s only the hawk,Why they forcin\' you to be hard?
1145,Jadakiss,They Want EFX,the Cayman Islands,We on the Cayman Islands on a yacht with our favorite albums,Real niggas say that they be wilding,"A bad ho and a plate of salmon, smoking and drinking"
1146,Jadakiss,They Want EFX,Cuba,Ran through enough coke for Castro to build schools in Cuba,In this case who\'s the loser?,Teaching kids how to read and write and use the Ruger
1147,Jadakiss,They Want EFX,Connecticut,"Never the King of New York, you live in Connecticut (Haha)","Yeah, you got a felony, but you ain't a predicate (Nuh-uh)","You don't be in the hood, you be in the woods"
1148,Jadakiss,They Want EFX,Clinton,Other than that catch 'em in Clinton on the gallery,Only way you beating a body's technicality,The determination and dedication and discipline
1149,Jadakiss,They Want EFX,New York City,The place in New York City where Diddy won't even walk,"Welcome to D-Block, the mighty, mighty D-Block","Its D-Block, the part of Yonkers I wouldn't be caught"
1150,Jadakiss,They Want EFX,Yonkers,"Its D-Block, the part of Yonkers I wouldn't be caught",The place in New York City where Diddy won't even walk,Without two pistols on me that'll be cocked in each pocket
1151,Jadakiss,They Want EFX,Ya'll,"Ya'll know ya'll can't touch us, I flow luscious","In these bullshit games these chickens, try to run me","It's so real I make her hop out, and get the dutches"
1152,Jadakiss,They Want EFX,North,"And would've got left up North, but he was the chef up North","I knew her man, he was just up North",Anyway I'm K-I-double
1153,Jadakiss,They Want EFX,ma,Attitude very high maintenance; check this out ma,The coupe blew her mind when she couldn't find the door handles,I'm running out of my patience
1154,Jadakiss,They Want EFX,Belize,I'm like Big with the murder mamis up in Belize,"Keep dancing, cause I like how that ass shake in them capris",But I'll still fuck a chickenhead like Lil' Cease
1155,Jadakiss,They Want EFX,Branson,And still got Branson on speed dial,You know I\'m still the liquor and the weed child,And everybody\'s the king now
1156,Jadakiss,They Want EFX,Roc,"Now Roc and Gutta doing a stretch, uh, yeah","Mafia was doing their best, they separated",Kim is still in it to win it
1157,Jadakiss,They Want EFX,Shaquille,"What am I (a lil nigga, still do it bigger than Shaquille, nigga)","[Pre-Chorus: Jadakiss, Lil Wayne & Both]","Niggas hating, I feel niggas"
1158,Jadakiss,They Want EFX,L.A.,Whether I'm on 5th or L.A. at the swap meet,I just know one thing they can't stop me,It's all good cause I know the gangstas got me
1159,Jadakiss,They Want EFX,the North Star,I’m still shining like the North Star (uh),40s of coke in the sports bar,You just another nigga lost pa (yup)
1160,Jadakiss,They Want EFX,hollywood,She's hollywood though all she needs is a boobjob,Too hard since way back in the school yard,"Girl in the bubble, didn't mean to trouble her"
1161,Jadakiss,They Want EFX,Calico,"Man but im a Calico, im double her","Girl in the bubble, didn't mean to trouble her",Really think you should tell her to chill cause
1162,Jadakiss,They Want EFX,hollywood,Went from the hood to hollywood got a movie on a nigga,Bitch got boogie on a nigga,Bitch talking greasy like new york sting
1163,Jadakiss,They Want EFX,new york,Bitch talking greasy like new york sting,Went from the hood to hollywood got a movie on a nigga,Sucking down south dick that's some new york thing
1164,Jadakiss,They Want EFX,new york,Sucking down south dick that's some new york thing,Bitch talking greasy like new york sting,"And the bitch used to be cool, hood even liked the bitch"
1165,Jadakiss,They Want EFX,new york,Bitch moved out new york when they were swinging them Glocks,"Hired cops, that's a ho that you just can't touch",Bitch got a deep voice but she would be singing a lot
1166,Pacewon,They Want EFX,Philly,"Really sheisty, but I\'m chilly as Philly, you tiny","Truly greedy, grimy, shifty, I\'m witty, I\'m silly","Mini minor, Mr. T, I\'mma pity the rhymer"
1167,Pacewon,They Want EFX,Spittin,Spittin that East Coast straight talk so wickedly,"Like word? Oh really, no doubt, no diggity","Authentic b-boy hip-hop, no trickery"
1168,Pacewon,They Want EFX,East Coast,Spittin that East Coast straight talk so wickedly,"Like word? Oh really, no doubt, no diggity","Authentic b-boy hip-hop, no trickery"
1169,Pacewon,They Want EFX,There\,There\'s mad little tricks hittin\' up in my sleeve,Your little pussy rhymes need Kotex,"Don\'t be naive I\'ll have you screamin\' out ""Why me?"""
1170,Pacewon,They Want EFX,Iraq,Take naked pictures of my body like they did in Iraq,"Sneak up on me, stick a knife in my back","And then, wake up sweaty in a puddle of piss"
1171,Pacewon,They Want EFX,M.I.C,On the M.I.C your favorite hardcore rapper in the place to be,(hiphop),
1172,Pacewon,They Want EFX,Santa,While real emcees got more gifts than Santa,"Cause rappers nowadays are weak, they want glamour",Chillin' like a bat inside the Wayne manor
1173,Pacewon,They Want EFX,New Jersey,New Jersey stand up!,"[Hook]1Embed"", ""Rap Music Lyrics[Intro: Eminem scratches & Pacewon]",
1174,Pacewon,They Want EFX,East Coast,This is how the East Coast rocks,,This is how the East Coast rocks
1175,Pacewon,They Want EFX,East Coast,This is how the East Coast rocks,This is how the East Coast rocks,This is how the East Coast rocks
1176,Pacewon,They Want EFX,East Coast,This is how the East Coast rocks,This is how the East Coast rocks,This is how the East Coast rocks
1177,Pacewon,They Want EFX,East Coast,This is how the East Coast rocks,This is how the East Coast rocks,
1178,Pacewon,They Want EFX,East Coast,This is how the East Coast rocks,,This is how the East Coast rocks
1179,Pacewon,They Want EFX,East Coast,This is how the East Coast rocks,This is how the East Coast rocks,This is how the East Coast rocks
1180,Pacewon,They Want EFX,East Coast,This is how the East Coast rocks,This is how the East Coast rocks,"This is how the East Coast rocksEmbed"", ""Who I Am Lyrics[Intro]"
1181,Pacewon,They Want EFX,East Coast,"This is how the East Coast rocksEmbed"", ""Who I Am Lyrics[Intro]",This is how the East Coast rocks,
1182,Pacewon,They Want EFX,Planet Rock,When Planet Rock dropped I remember it was hectic,"First I heard Rapper's Delight, then The Message","The double dutch bus dropped, I bought the record"
1183,Pacewon,They Want EFX,la tigres,"(?) and la tigres, Le Coq Sportif had laces with shell toe",[Verse 3: Pace Won],"Sneakers with velcro, kangaroos mark fives"
1184,Pacewon,They Want EFX,Roc,And I represent Roc-a-Blok DAILY,I cock a Glock like Funk Doctor Spock,Let me ask my people in the back;
1185,Pacewon,They Want EFX,New Jerz,"You can find me in New Jerz, in the Bricks, on the same corner","Want my Beamer, want my Benji\'s, bitch nigga come and get me",Waitin with a 9M slug with your name on her
1186,Pacewon,They Want EFX,Egypt,"Yo, yo; from the Himalays to the pyramids of Egypt",[Verse One],Pace Won flow is dumb as Forest Gump weeded
1187,Pacewon,They Want EFX,Phoenix,By the time I\'m twenty-nine I have more Suns than Phoenix,(Ha!) Word like so many hoochies on my penis,"Watch the man bust, pose for the cameras"
1188,Pacewon,They Want EFX,Phillipines,Drinkin Colt 45 eyes slant like Phillipines,"Ho-ha, more smooth than Billy D","Serve the baseheads, my raps kill the fiends"
